id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID099040,12.9770516,77.5743079,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL84402,MOTOR CYCLE,,"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING""]","[111,112]",2024-04-08 04:42:46+00:00,,2024-04-08 04:45:11.144094+00,FKDEV00098,FKUSR00099,3.0,Upparpet,False,BTP045 - Danvanthri Road Junction,,,,,,
FKID099041,12.9770516,77.5743079,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL84403,MOTOR CYCLE,,"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING""]","[111,112]",2024-04-08 04:42:46+00:00,,2024-04-08 04:45:12.761687+00,FKDEV00098,FKUSR00099,3.0,Upparpet,False,BTP045 - Danvanthri Road Junction,,,,,,
FKID099042,12.9414562,77.5840644,"T Mariyappa Road, Ashoka Stambh Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL84404,CAR,,"[""NO PARKING""]",[113],2024-04-08 04:10:46+00:00,,2024-04-08 04:45:21.240358+00,FKDEV00833,FKUSR00803,32.0,Wilson Garden,False,"BTP186 - 9th Cross, 4th Main, Jayanagar",,,,,,
FKID099045,12.9770516,77.5743079,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL84262,SCOOTER,,"[""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]","[112,111]",2024-04-08 04:42:46+00:00,,2024-04-08 04:45:13.706005+00,FKDEV00098,FKUSR00099,3.0,Upparpet,False,BTP045 - Danvanthri Road Junction,,,,,,
FKID099046,12.9390191,77.5840064,"9th Main Road, Kanakana Palya, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL84407,CAR,,"[""NO PARKING""]",[113],2024-04-08 04:12:46+00:00,,2024-04-08 04:45:22.108063+00,FKDEV00833,FKUSR00803,32.0,Wilson Garden,False,"BTP186 - 9th Cross, 4th Main, Jayanagar",,,,,,
FKID099048,12.9396741,77.5840036,"9th Main Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL84409,SCOOTER,,"[""NO PARKING""]",[113],2024-04-08 04:13:46+00:00,,2024-04-08 04:45:23.196011+00,FKDEV00833,FKUSR00803,32.0,Wilson Garden,False,"BTP186 - 9th Cross, 4th Main, Jayanagar",,,,,,
FKID099049,12.9323914,77.5838884,"9th Main Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL84410,SCOOTER,,"[""NO PARKING""]",[113],2024-04-08 04:43:46+00:00,,2024-04-08 04:45:14.533142+00,FKDEV01139,FKUSR01087,25.0,Jayanagara,False,BTP218 - Syndicate Bank Junction,,,,,,
FKID099053,12.9393267,77.5841267,"9th Cross Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL84413,SCOOTER,,"[""NO PARKING""]",[113],2024-04-08 04:17:46+00:00,,2024-04-08 04:45:25.090655+00,FKDEV00833,FKUSR00803,32.0,Wilson Garden,False,"BTP186 - 9th Cross, 4th Main, Jayanagar",,,,,,
FKID099054,12.9393924,77.5837709,"9th Cross Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL84414,SCOOTER,,"[""NO PARKING""]",[113],2024-04-08 04:17:46+00:00,,2024-04-08 04:45:26.818262+00,FKDEV00833,FKUSR00803,32.0,Wilson Garden,False,"BTP186 - 9th Cross, 4th Main, Jayanagar",,,,,,
FKID099055,12.977309,77.5740701,"OTC Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL84415,SCOOTER,,"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""PARKING IN A MAIN ROAD""]","[111,112,107]",2024-04-08 04:36:46+00:00,,2024-04-08 04:46:08.195845+00,FKDEV00098,FKUSR00099,3.0,Upparpet,False,BTP045 - Danvanthri Road Junction,,,,,,
FKID099057,12.939585,77.5840133,"9th Main Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL84417,SCOOTER,,"[""NO PARKING""]",[113],2024-04-08 04:32:46+00:00,,2024-04-08 04:45:30.897012+00,FKDEV00833,FKUSR00803,32.0,Wilson Garden,False,"BTP186 - 9th Cross, 4th Main, Jayanagar",,,,,,
FKID099063,12.9988628,77.5501982,"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL84423,CAR,,"[""NO PARKING""]",[113],2024-04-08 04:05:46+00:00,,2024-04-08 04:47:21.801517+00,FKDEV00501,FKUSR00492,19.0,Malleshwaram,False,BTP027 - Modi Bridge Junction,,,,,,
FKID099065,12.9978553,77.5516847,"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL84425,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 04:17:46+00:00,,2024-04-08 04:47:23.785581+00,FKDEV00501,FKUSR00492,6.0,Rajajinagar,False,"BTP182 - 19th Main Junction, Rajajinagar",,,,,,
FKID099071,12.9982739,77.5529192,"Padmabhushan Dr MC Modi Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL84429,CAR,,"[""WRONG PARKING""]",[112],2024-04-08 04:39:46+00:00,,2024-04-08 04:47:47.207341+00,FKDEV00501,FKUSR00492,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID099122,12.9839515,77.6034951,"Central Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL84474,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-04-08 04:48:46+00:00,,2024-04-08 04:49:38.713206+00,FKDEV00422,FKUSR00417,16.0,Shivajinagar,False,BTP211 - Central Street Junction,,,,,,
FKID099130,12.9982975,77.5529356,"Padmabhushan Dr MC Modi Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL84481,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 04:43:46+00:00,,2024-04-08 04:49:08.818696+00,FKDEV00501,FKUSR00492,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID099258,12.9322464,77.5839046,"9th Main Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL84592,CAR,,"[""NO PARKING""]",[113],2024-04-08 04:43:46+00:00,,2024-04-08 04:50:28.096822+00,FKDEV01139,FKUSR01087,25.0,Jayanagara,False,BTP218 - Syndicate Bank Junction,,,,,,
FKID099285,13.09774,77.5991367,"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",FKN00GL84619,CAR,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-08 04:49:46+00:00,,2024-04-08 04:51:14.502178+00,FKDEV01443,FKUSR01528,36.0,Yelahanka,False,No Junction,,,,,,
FKID099287,13.020265,77.7620667,"Whitefield Main Road, United Dreams, Kannamangala, Bengaluru, Karnataka. Pin-560115 (India)",FKN00GL84621,CAR,,"[""NO PARKING""]",[113],2024-04-08 04:50:46+00:00,,2024-04-08 04:51:41.81784+00,FKDEV01627,FKUSR01531,84.0,Mahadevapura,False,No Junction,,,,,,
FKID099296,12.9316994,77.5837978,"9th Main Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL0538,CAR,,"[""NO PARKING""]",[113],2024-04-08 04:41:46+00:00,,2024-04-08 04:51:54.538121+00,FKDEV01139,FKUSR01087,25.0,Jayanagara,False,BTP219 - Canara Bank Junction,,,,,,
FKID099328,12.9796554,77.5537264,"80 Feet Ring Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL84658,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 04:41:46+00:00,,2024-04-08 04:52:05.612141+00,FKDEV01311,FKUSR01250,29.0,Magadi Road,False,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",,,,,,
FKID099348,12.9316009,77.5838176,"9th Main Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL84671,CAR,,"[""NO PARKING""]",[113],2024-04-08 04:41:46+00:00,,2024-04-08 04:52:10.985743+00,FKDEV01139,FKUSR01087,25.0,Jayanagara,False,BTP219 - Canara Bank Junction,,,,,,
FKID099384,12.9315755,77.583836,"9th Main Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL84699,CAR,,"[""NO PARKING""]",[113],2024-04-08 04:40:46+00:00,,2024-04-08 04:52:27.458699+00,FKDEV01139,FKUSR01087,25.0,Jayanagara,False,BTP219 - Canara Bank Junction,,,,,,
FKID099637,12.93134,77.5838905,"9th Main Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL84891,CAR,,"[""NO PARKING""]",[113],2024-04-08 04:37:46+00:00,,2024-04-08 04:54:07.596823+00,FKDEV01139,FKUSR01087,25.0,Jayanagara,False,BTP219 - Canara Bank Junction,,,,,,
FKID099653,12.9311575,77.5839199,"9th Main Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL84904,CAR,,"[""NO PARKING""]",[113],2024-04-08 04:37:46+00:00,,2024-04-08 04:54:22.247576+00,FKDEV01139,FKUSR01087,25.0,Jayanagara,False,BTP219 - Canara Bank Junction,,,,,,
FKID099654,13.1837088,77.6794942,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL84905,MAXI-CAB,,"[""NO PARKING""]",[113],2024-04-08 09:19:46+00:00,,2024-04-08 09:39:31.812913+00,FKDEV00038,FKUSR00038,40.0,Chikkajala,False,No Junction,,,,,,
FKID099730,12.9723444,77.6070643,"Brigade Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",FKN00GL84970,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 07:19:46+00:00,,2024-04-08 09:43:02.1061+00,FKDEV01783,FKUSR01670,8.0,Ashok Nagar,False,No Junction,,,,,,
FKID099731,12.9307121,77.5840361,"27th Cross Road, Jayanagar Shopping Complex, Block 4, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL84971,CAR,,"[""NO PARKING""]",[113],2024-04-08 04:36:46+00:00,,2024-04-08 04:54:56.085845+00,FKDEV01139,FKUSR01087,25.0,Jayanagara,False,BTP219 - Canara Bank Junction,,,,,,
FKID099732,12.9722417,77.6070228,"Brigade Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",FKN00GL84972,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 07:19:46+00:00,,2024-04-08 09:43:03.336009+00,FKDEV01783,FKUSR01670,8.0,Ashok Nagar,False,No Junction,,,,,,
FKID099824,12.95353,77.5426704,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL85040,SCOOTER,,"[""NO PARKING""]",[113],2024-04-08 04:31:46+00:00,,2024-04-08 04:55:52.081599+00,FKDEV00243,FKUSR00242,26.0,Byatarayanapura,False,BTP096 - Gali Anjaneya Temple,,,,,,
FKID099828,12.95353,77.5426704,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL85044,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-04-08 04:53:46+00:00,,2024-04-08 04:55:54.095836+00,FKDEV00243,FKUSR00242,26.0,Byatarayanapura,False,BTP096 - Gali Anjaneya Temple,,,,,,
FKID099847,13.0111472,77.5544055,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL85057,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-04-08 04:00:46+00:00,,2024-04-08 04:56:20.14982+00,FKDEV00242,FKUSR00241,19.0,Malleshwaram,False,No Junction,,,,,,
FKID099848,13.011767,77.5545762,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL85058,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-04-08 04:33:46+00:00,,2024-04-08 04:56:20.705816+00,FKDEV00242,FKUSR00241,19.0,Malleshwaram,False,No Junction,,,,,,
FKID099873,12.9463554,77.5698993,"Gandhi Bazar Road, Sri Karanji Anjaneya Swami Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL85080,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 02:46:46+00:00,,2024-04-08 09:56:08.327623+00,FKDEV00609,FKUSR00592,7.0,Basavanagudi,False,BTP215 - Vanivillas Junction,,,,,,
FKID099874,12.9977164,77.5502609,"Chord Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL35434,CAR,,"[""NO PARKING""]",[113],2024-04-08 09:49:46+00:00,,2024-04-08 09:56:23.36491+00,FKDEV00233,FKUSR00232,30.0,Vijayanagara,False,BTP027 - Modi Bridge Junction,,,,,,
FKID099875,12.9977207,77.5502474,"Chord Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL85081,CAR,,"[""WRONG PARKING""]",[112],2024-04-08 09:50:46+00:00,,2024-04-08 09:56:26.55318+00,FKDEV00233,FKUSR00232,30.0,Vijayanagara,False,BTP027 - Modi Bridge Junction,,,,,,
FKID099876,12.9975398,77.5501351,"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL85082,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 09:52:46+00:00,,2024-04-08 09:56:27.553955+00,FKDEV00233,FKUSR00232,30.0,Vijayanagara,False,BTP027 - Modi Bridge Junction,,,,,,
FKID099909,12.9536217,77.5429533,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL85105,SCOOTER,,"[""NO PARKING""]",[113],2024-04-08 04:31:46+00:00,,2024-04-08 04:57:18.27715+00,FKDEV00243,FKUSR00242,26.0,Byatarayanapura,False,"BTP095 - Satellite Bus Stand, Mysore Road",,,,,,
FKID099910,12.9536217,77.5429533,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL85106,SCOOTER,,"[""NO PARKING""]",[113],2024-04-08 04:55:46+00:00,,2024-04-08 04:57:19.064197+00,FKDEV00243,FKUSR00242,26.0,Byatarayanapura,False,"BTP095 - Satellite Bus Stand, Mysore Road",,,,,,
FKID099915,12.9536217,77.5429533,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL85110,SCOOTER,,"[""NO PARKING""]",[113],2024-04-08 04:55:46+00:00,,2024-04-08 04:57:19.903501+00,FKDEV00243,FKUSR00242,26.0,Byatarayanapura,False,"BTP095 - Satellite Bus Stand, Mysore Road",,,,,,
FKID099940,12.9988894,77.5526904,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL85130,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 04:51:46+00:00,,2024-04-08 04:58:51.851169+00,FKDEV00501,FKUSR00492,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID099950,13.0123757,77.5534217,"Da Ra Bendre Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL85139,CAR,,"[""NO PARKING""]",[113],2024-04-08 04:23:46+00:00,,2024-04-08 04:59:07.851899+00,FKDEV00163,FKUSR00163,19.0,Malleshwaram,False,No Junction,,,,,,
FKID099958,13.0104192,77.5545967,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL85147,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-04-08 06:13:46+00:00,,2024-04-08 10:02:50.887341+00,FKDEV00242,FKUSR00241,19.0,Malleshwaram,False,No Junction,,,,,,
FKID099959,13.0081964,77.5544833,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL85148,CAR,,"[""NO PARKING""]",[113],2024-04-08 10:01:46+00:00,,2024-04-08 10:02:52.51109+00,FKDEV00242,FKUSR00241,19.0,Malleshwaram,False,"BTP001 - 10th Cross, Dr. Rajkumar Road",,,,,,
FKID099969,12.9826975,77.6119651,"Veera Pillai Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL85157,CAR,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-08 04:55:46+00:00,,2024-04-08 04:59:40.044566+00,FKDEV00122,FKUSR00306,16.0,Shivajinagar,False,No Junction,,,,,,
FKID099984,12.9917878,77.5753438,"J Lingaiah Road, Unishire Pratyaksh, Kumara Park West, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL85170,CAR,,"[""WRONG PARKING""]",[112],2024-04-08 04:58:46+00:00,,2024-04-08 05:00:21.383491+00,FKDEV00460,FKUSR00454,87.0,Sheshadripuram,False,No Junction,,,,,,
FKID099987,12.9983855,77.5529571,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL85172,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 04:50:46+00:00,,2024-04-08 05:00:55.983385+00,FKDEV00501,FKUSR00492,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID099988,12.9983855,77.5529571,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL85173,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 04:59:46+00:00,,2024-04-08 05:00:57.472131+00,FKDEV00501,FKUSR00492,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID099995,12.9830624,77.6107471,"Veera Pillai Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL85180,CAR,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-08 04:01:46+00:00,,2024-04-08 05:01:01.465682+00,FKDEV00122,FKUSR00306,16.0,Shivajinagar,False,No Junction,,,,,,
FKID100001,12.9743125,77.5781,"Kempegowda Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL85186,CAR,,"[""WRONG PARKING""]",[112],2024-04-08 04:49:46+00:00,,2024-04-08 05:01:01.604542+00,FKDEV00181,FKUSR00181,3.0,Upparpet,False,BTP044 - Sagar Theatre Junction,,,,,,
FKID100003,12.9743408,77.5780161,"Kempegowda Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL85188,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 04:49:46+00:00,,2024-04-08 05:01:02.167926+00,FKDEV00181,FKUSR00181,3.0,Upparpet,False,BTP044 - Sagar Theatre Junction,,,,,,
FKID100005,12.9743553,77.5779845,"Kempegowda Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL85190,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 04:49:46+00:00,,2024-04-08 05:01:02.726755+00,FKDEV00181,FKUSR00181,3.0,Upparpet,False,BTP044 - Sagar Theatre Junction,,,,,,
FKID100008,13.0117336,77.5519757,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL12540,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-04-08 04:39:46+00:00,,2024-04-08 05:01:32.851767+00,FKDEV00380,FKUSR00376,19.0,Malleshwaram,False,No Junction,,,,,,
FKID100010,12.9984103,77.5529516,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL85193,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 04:49:46+00:00,,2024-04-08 05:01:20.558431+00,FKDEV00501,FKUSR00492,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID100012,12.9743133,77.5781035,"Kempegowda Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL85195,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 04:48:46+00:00,,2024-04-08 05:01:34.914139+00,FKDEV00181,FKUSR00181,3.0,Upparpet,False,BTP044 - Sagar Theatre Junction,,,,,,
FKID100023,13.0115426,77.5518572,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL85206,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-04-08 04:47:46+00:00,,2024-04-08 05:02:05.310433+00,FKDEV00380,FKUSR00376,19.0,Malleshwaram,False,No Junction,,,,,,
FKID100027,12.9742791,77.5781738,"AS Char Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL85210,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 04:48:46+00:00,,2024-04-08 05:02:08.588503+00,FKDEV00181,FKUSR00181,3.0,Upparpet,False,BTP044 - Sagar Theatre Junction,,,,,,
FKID100030,12.981015,77.6102483,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL85213,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-04-08 05:00:46+00:00,,2024-04-08 05:02:12.756672+00,FKDEV00394,FKUSR00390,16.0,Shivajinagar,False,BTP051 - Safina Plaza Junction,,,,,,
FKID100031,12.9807131,77.6100513,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL85214,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-04-08 05:00:46+00:00,,2024-04-08 05:02:14.225488+00,FKDEV00394,FKUSR00390,16.0,Shivajinagar,False,BTP051 - Safina Plaza Junction,,,,,,
FKID100048,12.9984103,77.5529516,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL85229,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 04:49:46+00:00,,2024-04-08 05:03:05.269129+00,FKDEV00501,FKUSR00492,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID100051,12.998585,77.5528569,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL85230,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 04:50:46+00:00,,2024-04-08 05:03:06.095963+00,FKDEV00501,FKUSR00492,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID100054,12.998585,77.5528569,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL85232,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 05:01:46+00:00,,2024-04-08 05:03:07.123929+00,FKDEV00501,FKUSR00492,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID100060,12.9830315,77.6107658,"Veera Pillai Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL85235,CAR,,"[""PARKING NEAR ROAD CROSSING"",""NO PARKING""]","[104,113]",2024-04-08 03:58:46+00:00,,2024-04-08 05:03:11.445952+00,FKDEV00122,FKUSR00306,16.0,Shivajinagar,False,No Junction,,,,,,
FKID100097,12.9983554,77.5529508,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL85265,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 04:48:46+00:00,,2024-04-08 05:05:02.101904+00,FKDEV00501,FKUSR00492,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID100145,13.012757,77.5545941,"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL85310,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-04-08 04:58:46+00:00,,2024-04-08 05:06:57.805418+00,FKDEV00060,FKUSR00060,19.0,Malleshwaram,False,No Junction,,,,,,
FKID100151,12.9809956,77.6102996,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL85315,CAR,,"[""NO PARKING""]",[113],2024-04-08 04:38:46+00:00,,2024-04-08 05:07:10.875256+00,FKDEV00658,FKUSR01236,16.0,Shivajinagar,False,BTP051 - Safina Plaza Junction,,,,,,
FKID100154,12.9817766,77.6079228,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL85316,PASSENGER AUTO,,"[""NO PARKING"",""DOUBLE PARKING""]","[113,109]",2024-04-08 04:51:46+00:00,,2024-04-08 05:07:11.759641+00,FKDEV00658,FKUSR01236,16.0,Shivajinagar,False,BTP051 - Safina Plaza Junction,,,,,,
FKID100156,12.9817766,77.6079228,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL25636,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-04-08 04:52:46+00:00,,2024-04-08 05:07:12.482636+00,FKDEV00658,FKUSR01236,16.0,Shivajinagar,False,BTP051 - Safina Plaza Junction,,,,,,
FKID100157,12.9817766,77.6079228,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL85318,PASSENGER AUTO,,"[""NO PARKING"",""DOUBLE PARKING""]","[113,109]",2024-04-08 04:52:46+00:00,,2024-04-08 05:07:13.63325+00,FKDEV00658,FKUSR01236,16.0,Shivajinagar,False,BTP051 - Safina Plaza Junction,,,,,,
FKID100164,12.9817766,77.6079228,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL85324,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-04-08 04:52:46+00:00,,2024-04-08 05:07:14.823423+00,FKDEV00658,FKUSR01236,16.0,Shivajinagar,False,BTP051 - Safina Plaza Junction,,,,,,
